level,symbol,segment_class,n_languages,pct_languages,pct_l1_weighted,pct_total_weighted,l1_with,total_with,top_allophones,merged_strict_variants
lumped,ʊˤ,vowel,2,0.00092,0.00033,0.00019,2010000,2010000,ʊɒˤ(1),ʊˤː
lumped,aɵ,vowel,1,0.00046,0.00032,0.00019,2000000,2000000,,aɵ̯
lumped,ɞʏ,vowel,1,0.00046,0.00032,0.00019,2000000,2000000,,ɞʏ̯
lumped,ʌˤ,vowel,1,0.00046,0.00032,0.00019,2000000,2000000,ɪɒ(1),ʌˤː
lumped,ɬ|ɬ,consonant,20,0.00919,0.00032,0.00018,1993489,1904542,,ɬ̪|ɬ ɬ̪ː|ɬː
lumped,ɳɖ,consonant,9,0.00413,0.00032,0.00019,1960512,2005320,,
lumped,fʼ,consonant,2,0.00092,0.00029,0.00012,1790110,1238370,,
lumped,ntʃ,consonant,22,0.01011,0.00029,0.00049,1773120,5075900,ntʃʰ(1),n̠t̠ʃ n̠t̠ʃʰ
lumped,ɡǃ,consonant,6,0.00276,0.00027,0.00021,1684600,2169848,ɡǃʱ(1),ɡǃʱ ɡǃ̠
lumped,ɡǀ,consonant,6,0.00276,0.00027,0.00021,1661000,2146248,ɡǀʱ(1),ɡǀʱ
lumped,ʃʼ,consonant,7,0.00322,0.00027,0.00011,1648000,1180719,,ʃʼː ʃ̞ʼ
lumped,ɡǁ,consonant,4,0.00184,0.00026,0.0002,1627000,2112248,,
lumped,a̙,vowel,2,0.00092,0.00026,0.00024,1583410,2457601,,a̙ː a̟̙ː ɑ̙
lumped,nɬ,consonant,1,0.00046,0.00026,0.0002,1572800,2058048,,
lumped,nɮ,consonant,1,0.00046,0.00026,0.0002,1572800,2058048,,
lumped,ŋkx,consonant,1,0.00046,0.00026,0.0002,1572800,2058048,,
lumped,ȴ,consonant,181,0.08314,0.00025,0.00015,1558459,1558424,,
lumped,tsʷ,consonant,12,0.00551,0.00025,0.00026,1514110,2678594,tsʷʰ(4) tʃʷ(1),tsʷʰ t̪s̪ʷ t̪s̪ʷʰ
lumped,ɬʷ,consonant,2,0.00092,0.00024,0.00018,1488500,1809875,,
lumped,a̰,vowel,21,0.00965,0.00023,0.00016,1437187,1607145,,a̰ː a̰ˑ ɑ̰ː
lumped,uõ,vowel,3,0.00138,0.00023,0.00015,1418900,1574031,,u̯õ u̯õː
lumped,iẽ,vowel,3,0.00138,0.00023,0.00015,1417900,1573031,,iẽ iẽː i̯ẽ
lumped,ḭ,vowel,18,0.00827,0.00023,0.00015,1417084,1587042,,ḭ ḭː ḭˑ
lumped,ṵ,vowel,17,0.00781,0.00023,0.00015,1410084,1580042,,ṵ ṵː
lumped,j̥,consonant,17,0.00781,0.00023,0.00018,1409080,1849632,ç(1),
lumped,tsʷʼ,consonant,2,0.00092,0.00023,9e-05,1400110,971665,,t̪s̪ʷʼ
lumped,xk,consonant,1,0.00046,0.00023,0.00015,1393900,1549031,,
lumped,qχʼ,consonant,6,0.00276,0.00022,0.00012,1372420,1246564,,qχʼː
lumped,ɛ̰,vowel,8,0.00367,0.00022,0.00015,1353093,1523051,,ɛ̰ː ɛ̰ˑ
lumped,ɔ̰,vowel,6,0.00276,0.00022,0.00015,1346000,1515958,,ɔ̰ː ɔ̰ˑ
lumped,ʄ̥,consonant,3,0.00138,0.00022,0.00021,1326000,2199225,,
lumped,nʷ,consonant,29,0.01332,0.00021,0.00037,1314000,3846359,nɥ(1),n̪ʷ
lumped,bv,consonant,19,0.00873,0.0002,0.00021,1243267,2153344,v(1),
lumped,ɴq,consonant,4,0.00184,0.0002,0.00028,1230000,2908353,ɴqʰ(1),ɴqʰ
lumped,ndʲ,consonant,5,0.0023,0.0002,0.00017,1217000,1730050,ntʲʰ(1) ɲɟʝ(1),
lumped,tʲʼ,consonant,3,0.00138,0.00019,8e-05,1160610,822724,,t̪ʲʼ
lumped,d̰|d̰,consonant,3,0.00138,0.00019,0.00011,1160000,1160000,,d̪̰|d̰
lumped,ʒʷ,consonant,11,0.00505,0.00019,0.0001,1157580,988770,jʷ(1),
lumped,ɨa,vowel,4,0.00184,0.00019,0.00011,1150000,1131306,,ɨä̠
lumped,ɱ,consonant,16,0.00735,0.00018,0.00013,1124800,1297800,,
lumped,tsʼ|tsʼ,consonant,15,0.00689,0.00017,0.00013,1055796,1392455,,t̪s̪ʼ|tsʼ t̪s̪ʼː|tsʼː
lumped,mˀ,consonant,7,0.00322,0.00017,0.00012,1051930,1221579,,
lumped,nˀ,consonant,7,0.00322,0.00017,0.00012,1051930,1221579,,
lumped,j̰,consonant,25,0.01148,0.00017,0.00014,1041237,1457374,ˀj̥(1) dj(1) jʔ(1),
lumped,w̰,consonant,26,0.01194,0.00017,0.00014,1036367,1453948,ˀw̥(1) wʔ(1) w̃(1),
lumped,aˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,
lumped,a̙ˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,
lumped,eˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,
lumped,iˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,
lumped,ŋˀ,consonant,1,0.00046,0.00016,8e-05,1000000,869988,,
lumped,ɔ̙,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,ɔ̙ː
lumped,ɛˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,
lumped,ɛ̙,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,ɛ̙ː
lumped,ɛ̙ˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,
lumped,ɪˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,
lumped,ɪ̙,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,e̙(1),ɪ̙ː
lumped,ɪ̙ˠ,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,
lumped,ʊ̙,vowel,1,0.00046,0.00016,0.0001,1000000,1000000,,ʊ̙ː
lumped,tɬʼ|tɬʼ,consonant,11,0.00505,0.00016,9e-05,989064,901207,,t̪ɬ̪ʼ|tɬʼ t̪ɬ̪ʼː|tɬʼː
lumped,lʷ,consonant,28,0.01286,0.00016,0.00017,982000,1786493,lɥ(1),l̪ʷ
lumped,n̥tʃ,consonant,1,0.00046,0.00016,0.00022,980000,2226249,,n̠̥t̠ʃ
lumped,n̥ʃ,consonant,1,0.00046,0.00016,0.00022,980000,2226249,,
lumped,ɱ̥f,consonant,1,0.00046,0.00016,0.00022,980000,2226249,,
lumped,tʃʷʼ,consonant,5,0.0023,0.00016,8e-05,969698,815852,,t̠ʃʷʼ
lumped,tɬ|tɬ,consonant,8,0.00367,0.00016,8e-05,959064,871207,,t̪ɬ̪|tɬ t̪ɬ̪ʰ|tɬʰ t̪ɬ̪ː|tɬː
lumped,ɤ̃,vowel,9,0.00413,0.00015,0.0001,948170,1081609,ɯ̃(1),ɤ̃ː ɤ̞̃ ɤ̟̞̃
lumped,ʊ̤,vowel,3,0.00138,0.00015,7e-05,920000,731407,,ʊ̤ː
lumped,ɵ̤,vowel,2,0.00092,0.00015,7e-05,910000,721407,,ɵ̤ː
lumped,d̤|d̤,consonant,2,0.00092,0.00015,0.0001,903600,1037039,,d̪̤|d̤
lumped,l̤|l̤,consonant,2,0.00092,0.00015,0.0001,903600,1037039,,l̪̤|l̤
lumped,n̤|n̤,consonant,2,0.00092,0.00015,0.0001,903600,1037039,,n̪̤|n̤
lumped,lʼ,consonant,3,0.00138,0.00015,9e-05,900004,900004,,lʼː
lumped,aɯ,vowel,6,0.00276,0.00015,0.00016,900000,1705128,,ɑɯ
lumped,æ̤,vowel,1,0.00046,0.00015,7e-05,900000,711407,,æ̤ː
lumped,dr,consonant,8,0.00367,0.00015,9e-05,895768,895768,dɾ(2),dɾ
lumped,dz̤|dz̤,consonant,1,0.00046,0.00015,0.0001,893600,1027039,,d̪z̪̤|dz̤
lumped,rʼ,consonant,1,0.00046,0.00014,9e-05,890000,890000,,rʼː
lumped,ɲʷ,consonant,16,0.00735,0.00014,0.00036,886000,3745970,,
lumped,ỹ,vowel,9,0.00413,0.00014,0.00025,872005,2609547,,ỹ ỹː
lumped,ɪə,vowel,2,0.00092,0.00014,7e-05,845170,764283,,
lumped,oə,vowel,1,0.00046,0.00014,7e-05,845100,764213,,oːə
lumped,ɵə,vowel,1,0.00046,0.00014,7e-05,845100,764213,,
lumped,χʲ,consonant,3,0.00138,0.00014,4e-05,833720,417583,,
lumped,qʲʼ,consonant,2,0.00092,0.00013,4e-05,823720,407583,,
lumped,ŋɡʷ,consonant,52,0.02389,0.00013,0.00019,802660,1999422,,
lumped,tɬʷ,consonant,1,0.00046,0.00012,7e-05,766500,675941,,tɬʷʰ
lumped,tɬʷʼ,consonant,1,0.00046,0.00012,7e-05,766500,675941,,
lumped,ʜʷ,consonant,1,0.00046,0.00012,7e-05,766500,675941,,
lumped,ʢʷ,consonant,1,0.00046,0.00012,7e-05,766500,675941,,
lumped,dʓʷ,consonant,2,0.00092,0.00012,6e-05,766010,665730,,d̠ʓʷ
lumped,tʆʷ,consonant,2,0.00092,0.00012,6e-05,766010,665730,,t̠ʆʷ t̠ʆʷʰ
lumped,ʆ,consonant,2,0.00092,0.00012,6e-05,766010,665730,,
lumped,ʆʷ,consonant,2,0.00092,0.00012,6e-05,766010,665730,,
lumped,ʓ,consonant,2,0.00092,0.00012,6e-05,766010,665730,,
lumped,ʓʷ,consonant,2,0.00092,0.00012,6e-05,766010,665730,,
lumped,ɡǂ,consonant,3,0.00138,0.00012,0.00011,759800,1171734,,
lumped,ḛ,vowel,19,0.00873,0.00012,7e-05,731094,731094,,e̞̰ ḛ ḛː ḛˑ
lumped,o̰,vowel,18,0.00827,0.00012,7e-05,730991,730991,,o̞̰ o̰ː o̰ˑ
lumped,ɢʷ,consonant,7,0.00322,0.00012,6e-05,723220,660248,,
lumped,bzʷ,consonant,1,0.00046,0.00012,0.00011,722000,1133934,,
lumped,dlʷ,consonant,1,0.00046,0.00012,0.00011,722000,1133934,,
lumped,n̤ʷ,consonant,1,0.00046,0.00012,0.00011,722000,1133934,,
lumped,psʷ,consonant,1,0.00046,0.00012,0.00011,722000,1133934,psʷʰ(1),psʷʰ
lumped,ɖʐʷ,consonant,1,0.00046,0.00012,0.00011,722000,1133934,,
lumped,ʈʂʷ,consonant,1,0.00046,0.00012,0.00011,722000,1133934,,
lumped,ʐʷ,consonant,1,0.00046,0.00012,0.00011,722000,1133934,,
lumped,ɯ̤,vowel,8,0.00367,0.00011,7e-05,679500,679500,ɯ̤i(1),ɯ̤ː
lumped,əʊ,vowel,2,0.00092,0.00011,5e-05,652200,492414,,
lumped,ɯ̰,vowel,4,0.00184,0.00011,6e-05,648000,648000,,ɯ̰̽ː
lumped,ii,vowel,4,0.00184,0.0001,0.03678,643960,380326051,ɨ(1),ii̯
lumped,sʷʲ,consonant,2,0.00092,0.0001,3e-05,643610,305724,,s̪ʷʲ
lumped,uu,vowel,3,0.00138,0.0001,0.03678,643540,380325432,ɣ(1),uu̯ u̠u
lumped,kʷʲ,consonant,1,0.00046,0.0001,3e-05,633610,295724,,kʷʲʰ
lumped,kʷʲʼ,consonant,1,0.00046,0.0001,3e-05,633610,295724,,
lumped,pʲʼ,consonant,1,0.00046,0.0001,3e-05,633610,295724,,
lumped,qʲ,consonant,1,0.00046,0.0001,3e-05,633610,295724,,qʲʰ
lumped,qʷʲ,consonant,1,0.00046,0.0001,3e-05,633610,295724,,qʷʲʰ
lumped,qʷʲʼ,consonant,1,0.00046,0.0001,3e-05,633610,295724,,
lumped,tsʲʼ,consonant,1,0.00046,0.0001,3e-05,633610,295724,,t̪s̪ʲʼ
lumped,tsʷʲ,consonant,1,0.00046,0.0001,3e-05,633610,295724,,t̪s̪ʷʲ t̪s̪ʷʲʰ
lumped,tsʷʲʼ,consonant,1,0.00046,0.0001,3e-05,633610,295724,,t̪s̪ʷʲʼ
lumped,tʷʲ,consonant,1,0.00046,0.0001,3e-05,633610,295724,,t̪ʷʲ t̪ʷʲʰ
lumped,tʷʲʼ,consonant,1,0.00046,0.0001,3e-05,633610,295724,,t̪ʷʲʼ
lumped,χʷʲ,consonant,1,0.00046,0.0001,3e-05,633610,295724,,
lumped,ə̰,vowel,3,0.00138,0.0001,6e-05,617000,617000,,
lumped,ʈʂʼ,consonant,9,0.00413,0.0001,0.00013,612358,1387437,,
lumped,nd|nd,consonant,14,0.00643,0.0001,6e-05,612000,603805,,n̪d̪|nd
lumped,y̤,vowel,2,0.00092,0.0001,6e-05,610000,610000,,
lumped,cçʼ,consonant,5,0.0023,0.0001,6e-05,602810,602810,,
lumped,y̰,vowel,1,0.00046,0.0001,6e-05,600000,600000,,y̰ː
lumped,ø̤,vowel,1,0.00046,0.0001,6e-05,600000,600000,,
lumped,ø̰,vowel,1,0.00046,0.0001,6e-05,600000,600000,,
lumped,i̘,vowel,2,0.00092,0.0001,0.00014,593410,1467601,ĩ̘(1),
lumped,o̙,vowel,2,0.00092,0.0001,0.00014,593410,1467601,õ̙(1),o̞̙
lumped,u̙,vowel,2,0.00092,0.0001,0.00014,593410,1467601,ũ̙(1),
lumped,tɕʼ,consonant,3,0.00138,0.0001,5e-05,585982,563953,,t̺ɕ̺ʼ
lumped,ɯ̙,vowel,1,0.00046,9e-05,0.00014,583410,1457601,,
lumped,ɯ̙i,vowel,1,0.00046,9e-05,0.00014,583410,1457601,,ɯ̙i̯
lumped,i͓,vowel,1,0.00046,9e-05,9e-05,578000,959949,,
lumped,u͓,vowel,1,0.00046,9e-05,9e-05,578000,959949,,
lumped,pʷʼ,consonant,1,0.00046,9e-05,5e-05,575900,553871,,
lumped,ʆʷʼ,consonant,1,0.00046,9e-05,5e-05,575900,553871,,
lumped,ʆʼ,consonant,1,0.00046,9e-05,5e-05,575900,553871,,
lumped,ʔʷʼ,consonant,1,0.00046,9e-05,5e-05,575900,553871,,
lumped,ʔʼ,consonant,1,0.00046,9e-05,5e-05,575900,553871,,
lumped,r̊,consonant,3,0.00138,8e-05,5e-05,521900,521900,,ɻ̊ ɽ̊ ɾ̪̊ ɾ̪̊ʰ
lumped,R,consonant,9,0.00413,8e-05,5e-05,520550,563362,,R̪
lumped,dʷ,consonant,20,0.00919,8e-05,0.00018,514110,1862930,lʷ(1),
lumped,k͈,consonant,67,0.03078,8e-05,5e-05,494756,494756,k͈ʷ(2) k͈ʲ(1),k͈ː
lumped,p͈,consonant,67,0.03078,8e-05,5e-05,494756,494756,,p͈ː
lumped,t͈,consonant,67,0.03078,8e-05,5e-05,494756,494756,,t̪͈ t̺͈ t͈ː
lumped,c̤,consonant,2,0.00092,8e-05,0.00026,488000,2732608,,
lumped,yø,vowel,3,0.00138,8e-05,4e-05,485670,408451,,yø̞ y̯ø
lumped,m̰,consonant,21,0.00965,7e-05,9e-05,454547,890821,ˀm̥(1),
lumped,ȶ͈,consonant,61,0.02802,7e-05,4e-05,452842,452842,,
lumped,ȶ͉,consonant,59,0.0271,7e-05,4e-05,432842,432842,,
lumped,ø̜,vowel,1,0.00046,7e-05,1e-05,431800,112657,,ø̞̜ ø̞̜ː
lumped,nts,consonant,13,0.00597,7e-05,0.00275,423120,28440688,ntʃ(1) ntsʰ(1),ntsʰ n̪t̪s̪ n̪t̪s̪ʰ
lumped,nˤ,consonant,2,0.00092,7e-05,4e-05,422900,452052,,nˤː n̪ˤ
lumped,ɜi,vowel,2,0.00092,7e-05,4e-05,401200,459740,,ɜi̯
lumped,ɔa,vowel,2,0.00092,6e-05,4e-05,392050,425037,,ɔaː
lumped,æʊ,vowel,1,0.00046,6e-05,4e-05,391200,449740,,æːʊ
lumped,ɜɪ,vowel,1,0.00046,6e-05,4e-05,391200,449740,əɪ(1),ɜɪ̯
lumped,sʼ|sʼ,consonant,6,0.00276,6e-05,8e-05,389500,830223,,s̪ʼ|sʼ
lumped,ʔˤ,consonant,4,0.00184,6e-05,4e-05,380430,409582,,
lumped,rʷ,consonant,25,0.01148,6e-05,0.00017,374000,1793207,ɾʷ(4) ɻʷ(3),ɻʷ ɾʷ
lumped,ŋɡʲ,consonant,8,0.00367,6e-05,4e-05,370000,370000,,
lumped,øɪ,vowel,1,0.00046,6e-05,4e-05,358000,364036,,øɪ̯
lumped,ʏi,vowel,1,0.00046,6e-05,4e-05,358000,364036,,ʏi̯
lumped,jʷ,consonant,23,0.01056,6e-05,0.00014,354000,1439498,jɥ(1),
lumped,nr,consonant,2,0.00092,6e-05,4e-05,351270,381128,nɾ(1),nɾ
lumped,pˤ,consonant,3,0.00138,6e-05,4e-05,342900,372052,,pˤʰ
lumped,n̥|n̥,consonant,8,0.00367,6e-05,8e-05,342500,777016,,n̪̥|n̥
lumped,n̰|n̰,consonant,6,0.00276,6e-05,3e-05,340720,340720,,n̪̰|n̰
lumped,ʡ,consonant,3,0.00138,6e-05,4e-05,338787,367940,,
lumped,ndr,consonant,7,0.00322,5e-05,4e-05,335000,366048,ndɾ(2),ndɾ
lumped,nɗ,consonant,3,0.00138,5e-05,3e-05,332000,353052,,
lumped,ŋ̰,consonant,5,0.0023,5e-05,3e-05,325235,326679,,
lumped,kǀ͓,consonant,5,0.0023,5e-05,4e-05,324800,383203,,kǀ͓ʰ
lumped,ŋǀ͓,consonant,5,0.0023,5e-05,4e-05,324800,383203,,
lumped,tsˤ,consonant,1,0.00046,5e-05,3e-05,322900,352052,,tsˤʰ
lumped,tʃˤʼ,consonant,1,0.00046,5e-05,3e-05,322900,352052,,t̠ʃˤʼ
lumped,tˤʼ,consonant,1,0.00046,5e-05,3e-05,322900,352052,,t̪ˤʼ
lumped,vˤ,consonant,1,0.00046,5e-05,3e-05,322900,352052,,
lumped,ɛæ,vowel,1,0.00046,5e-05,3e-05,322900,352052,,ɛ̯æː
lumped,ʒˤ,consonant,1,0.00046,5e-05,3e-05,322900,352052,ʒ̥ˤ(1) ʃˤ(1),ʒˤː
lumped,mɓ,consonant,2,0.00092,5e-05,3e-05,322000,343052,,
lumped,ɲ̰,consonant,4,0.00184,5e-05,7e-05,320142,754658,,
lumped,ɯ͓,vowel,2,0.00092,5e-05,3e-05,320000,349850,,
lumped,ʼm,consonant,2,0.00092,5e-05,3e-05,310000,310000,,
lumped,ʼn,consonant,2,0.00092,5e-05,3e-05,310000,310000,,
lumped,ŋ̥ʷ,consonant,2,0.00092,5e-05,3e-05,301800,301800,,
lumped,ɣ̰,consonant,1,0.00046,5e-05,3e-05,300000,300000,,
lumped,ʼb,consonant,1,0.00046,5e-05,3e-05,300000,300000,,
lumped,ʼd,consonant,1,0.00046,5e-05,3e-05,300000,300000,,
lumped,ʼj,consonant,1,0.00046,5e-05,3e-05,300000,300000,,
lumped,ʼw,consonant,1,0.00046,5e-05,3e-05,300000,300000,,
lumped,ʼŋ,consonant,1,0.00046,5e-05,3e-05,300000,300000,,
lumped,ʼɡ,consonant,1,0.00046,5e-05,3e-05,300000,300000,,
lumped,ʼɣ,consonant,1,0.00046,5e-05,3e-05,300000,300000,,
lumped,ʼɲ,consonant,1,0.00046,5e-05,3e-05,300000,300000,,
lumped,kǂ,consonant,4,0.00184,5e-05,3e-05,297800,356203,kǂʰ(1) qǂʰ(1),kǂʰ
lumped,kǃx,consonant,4,0.00184,5e-05,3e-05,297800,356203,,kǃxʰ kǃ̠xʰ
lumped,ⱱ,consonant,28,0.01286,5e-05,6e-05,293000,592661,w(1),ⱱ̟
lumped,i̥,vowel,4,0.00184,5e-05,3e-05,292055,292055,ɪ̥(1),
lumped,u̥,vowel,4,0.00184,5e-05,3e-05,292055,292055,ʊ̥(1),
lumped,ŋǁ͓,consonant,3,0.00138,5e-05,3e-05,290800,349203,,
lumped,ʈ͉,consonant,43,0.01975,5e-05,3e-05,287842,287842,ɖ(1),
lumped,ŋ̥ǀ͓ˀ,consonant,3,0.00138,5e-05,3e-05,284400,342803,,
lumped,ŋ̥ǃˀ,consonant,3,0.00138,5e-05,3e-05,284400,342803,,ŋ̥ǃ̠ˀ
lumped,ŋ̥ǀ͓,consonant,2,0.00092,5e-05,3e-05,283600,342003,,ŋ̥ǀ͓ʰ
lumped,ŋ̥ǃ,consonant,2,0.00092,5e-05,3e-05,283600,342003,,ŋ̥ǃ̠ʰ
lumped,ɨ̹,vowel,2,0.00092,5e-05,3e-05,281900,279460,,ɨ̹ː
lumped,wʲ,consonant,8,0.00367,4e-05,3e-05,273300,273459,,
lumped,ʈ͈,consonant,41,0.01883,4e-05,3e-05,272827,272827,,
lumped,eɔ,vowel,2,0.00092,4e-05,1e-05,271000,52674,,
lumped,uɪ,vowel,2,0.00092,4e-05,1e-05,271000,52674,,uɪ̯
lumped,ya,vowel,2,0.00092,4e-05,0.0,265100,46774,,
lumped,aʊɪ,vowel,1,0.00046,4e-05,0.0,261000,42674,,
lumped,eəɪ,vowel,1,0.00046,4e-05,0.0,261000,42674,,
lumped,iəɪ,vowel,1,0.00046,4e-05,0.0,261000,42674,,
lumped,oəɪ,vowel,1,0.00046,4e-05,0.0,261000,42674,,
lumped,əɪ,vowel,1,0.00046,4e-05,0.0,261000,42674,,
lumped,əɪa,vowel,1,0.00046,4e-05,0.0,261000,42674,,
lumped,əʊɪ,vowel,1,0.00046,4e-05,0.0,261000,42674,,
lumped,ɭ͓,consonant,1,0.00046,4e-05,3e-05,261000,324100,,
lumped,ʕʷ,consonant,3,0.00138,4e-05,3e-05,260004,260004,,
lumped,ɗʲ,consonant,2,0.00092,4e-05,3e-05,260000,260000,,
lumped,ˀm,consonant,10,0.00459,4e-05,7e-05,259769,723462,,ˀmː
lumped,ŋ̥ǁ͓ˀ,consonant,2,0.00092,4e-05,3e-05,250800,309203,,
lumped,kǀ͓ˠ,consonant,1,0.00046,4e-05,3e-05,250000,308403,,kǀ͓ˠʰ
lumped,kǁ͓x,consonant,1,0.00046,4e-05,3e-05,250000,308403,,kǁ͓xʰ
lumped,ŋ̥ǁ͓,consonant,1,0.00046,4e-05,3e-05,250000,308403,,ŋ̥ǁ͓ʰ
lumped,ɲj,consonant,2,0.00092,4e-05,2e-05,250000,250000,,
lumped,ue,vowel,13,0.00597,4e-05,0.00022,242656,2270141,ɣue(1),ue̞ uːe u̯e
lumped,ˀn,consonant,8,0.00367,4e-05,3e-05,239769,268946,,ˀnː
lumped,χʷˤ,consonant,3,0.00138,4e-05,2e-05,238480,160229,,χʷˤː
lumped,χˤ,consonant,3,0.00138,4e-05,2e-05,238480,160229,,χˤː
lumped,tʲ|tʲ,consonant,5,0.0023,4e-05,2e-05,232200,231897,,t̪ʲ|tʲ t̪ʲʰ|tʲʰ
lumped,ˀj,consonant,8,0.00367,4e-05,6e-05,229869,666312,,
lumped,lʲ|lʲ,consonant,4,0.00184,4e-05,2e-05,222200,221897,,l̪ʲ|lʲ
lumped,œɛ,vowel,1,0.00046,4e-05,2e-05,219000,219000,,œ̞ɛ̞
lumped,nˠ,consonant,2,0.00092,3e-05,0.00013,201130,1329355,n̥ˠ(1),n̪ˠ
lumped,tʃ͉,consonant,3,0.00138,3e-05,2e-05,200000,200000,tʃ(1) dʒ͉(1) dʒ(1),t̠ʃ͉
lumped,dʓ,consonant,1,0.00046,3e-05,1e-05,190110,111859,,d̠ʓ
lumped,tʆ,consonant,1,0.00046,3e-05,1e-05,190110,111859,,t̠ʆ t̠ʆʰ
lumped,tʆʷʼ,consonant,1,0.00046,3e-05,1e-05,190110,111859,,t̠ʆʷʼ
lumped,ɥˤ,consonant,1,0.00046,3e-05,1e-05,190110,111859,,
lumped,ʁʲ,consonant,1,0.00046,3e-05,1e-05,190110,111859,,
lumped,ɨ˞,vowel,2,0.00092,3e-05,2e-05,185000,185000,ɨ̥˞(1),
lumped,dɮ|dɮ,consonant,5,0.0023,3e-05,2e-05,180269,181882,,d̪ɮ̪|dɮ
lumped,t͉s,consonant,1,0.00046,3e-05,2e-05,175000,175000,d͉z(1),
lumped,eˤ,vowel,5,0.0023,3e-05,1e-05,174368,111082,,e̞ˤ
lumped,mbʲ,consonant,4,0.00184,3e-05,1e-05,155000,155000,,
lumped,æˤ,vowel,1,0.00046,3e-05,1e-05,154820,91534,,
lumped,øˤ,vowel,1,0.00046,3e-05,1e-05,154820,91534,,ø̞ˤ
lumped,bˠ,consonant,2,0.00092,2e-05,0.00012,151000,1264050,b̥ˠ(1),
lumped,nʒ,consonant,2,0.00092,2e-05,1e-05,150000,150000,ndʒ(1) ntʃʰ(1),n̠ʒ
lumped,ɖr,consonant,6,0.00276,2e-05,0.00258,150000,26647430,ɖrʷ(1) ɖrʲ(1) ɖɽ(1),ɖr̠ ɖɽ
lumped,ɸʲ,consonant,2,0.00092,2e-05,1e-05,150000,150000,ɸ(1),
lumped,ɯɤ,vowel,1,0.00046,2e-05,1e-05,148720,118784,,ɯ̯ɤ̞
lumped,fˠ,consonant,1,0.00046,2e-05,0.00012,141000,1254050,,
lumped,pˠ,consonant,1,0.00046,2e-05,0.00012,141000,1254050,pˠʰ(1),pˠʰ
lumped,mbʷ,consonant,14,0.00643,2e-05,1e-05,140000,138980,,
lumped,ɓʷ,consonant,2,0.00092,2e-05,1e-05,140000,140000,,
lumped,ɗʷ,consonant,2,0.00092,2e-05,1e-05,140000,140000,,
lumped,ɺʲ,consonant,1,0.00046,2e-05,1e-05,140000,140000,ɺ̥ʲ(1),
lumped,ʈr,consonant,5,0.0023,2e-05,1e-05,140000,140000,ʈɽ(1),ʈɽ ʈɽʰ
lumped,d̰,consonant,8,0.00367,2e-05,1e-05,132350,132350,nd(1) d(1) n(1) t(1),d̠̰ d̪̰
lumped,uɛ,vowel,6,0.00276,2e-05,0.00021,130130,2171271,,u̯ɛ
lumped,ɳɖr,consonant,4,0.00184,2e-05,0.00257,130000,26627430,ɳɖɽ(1),ɳɖr̠ ɳɖɽ
lumped,sʲ|sʲ,consonant,2,0.00092,2e-05,1e-05,125600,125297,,s̪ʲ|sʲ
lumped,ndʲ|ndʲ,consonant,1,0.00046,2e-05,1e-05,125000,125000,,n̪d̪ʲ|ndʲ
lumped,ɬʲ|ɬʲ,consonant,1,0.00046,2e-05,1e-05,125000,125000,,ɬ̪ʲ|ɬʲ
lumped,vʷ,consonant,9,0.00413,2e-05,0.00015,104000,1523207,,
lumped,ɒi,vowel,1,0.00046,2e-05,1e-05,100000,100000,,ɒːi̯
lumped,tr,consonant,8,0.00367,2e-05,1e-05,98700,98700,tɾ(2) r(1),tɾ
lumped,dʲ|dʲ,consonant,2,0.00092,2e-05,1e-05,96600,96297,,d̪ʲ|dʲ
lumped,ø̃,vowel,3,0.00138,1e-05,1e-05,90000,90000,,ø̃ː
lumped,ɭʷ,consonant,10,0.00459,1e-05,1e-05,90000,90000,,
lumped,ʊɪ,vowel,3,0.00138,1e-05,1e-05,89150,93079,,
lumped,t͉ʃ,consonant,1,0.00046,1e-05,1e-05,85000,85000,,t̠͉ʃ
lumped,ḭu,vowel,1,0.00046,1e-05,1e-05,85000,85000,ḭṵ(1),ḭu
lumped,cʷ,consonant,7,0.00322,1e-05,1e-05,84000,84000,cʷʰ(2),cʷʰ
lumped,ɟ̰,consonant,3,0.00138,1e-05,1e-05,82100,82100,tʃ(1) ʲd(1) ʲt(1),ɟ̰̩
lumped,ŋkʷ,consonant,8,0.00367,1e-05,0.00014,80000,1498187,ŋɡʷ(1),
lumped,ȴʷ,consonant,9,0.00413,1e-05,1e-05,80000,80000,,
lumped,ȵʷ,consonant,9,0.00413,1e-05,1e-05,80000,80000,,
lumped,ȶʷ,consonant,9,0.00413,1e-05,1e-05,80000,80000,,
lumped,ɳɡ,consonant,1,0.00046,1e-05,1e-05,80000,80000,,
lumped,ɳɡʷ,consonant,1,0.00046,1e-05,1e-05,80000,80000,,
lumped,ɳʷ,consonant,9,0.00413,1e-05,1e-05,80000,80000,,
