iso639_3,glottocode,name,l1_speakers,year,source_note
cmn,mand1415,Mandarin Chinese,918000000,2019,wikidata P1098 (first-language qualified)
spa,stan1288,Spanish,485000000,2023,wikidata P1098 (first-language qualified)
eng,stan1293,English,379007140,2019,wikidata P1098 (first-language qualified)
hin,hind1269,Hindi,341000000,2019,wikidata P1098 (first-language qualified)
ben,beng1280,Bengali,300000000,2019,wikidata P1098 (first-language qualified)
por,port1283,Portuguese,254300000,2019,wikidata P1098 (first-language qualified)
rus,russ1263,Russian,154000000,2019,wikidata P1098 (first-language qualified)
jpn,nucl1643,Japanese,128000000,2019,wikidata P1098 (first-language qualified)
pan,panj1256,Eastern Panjabi,125000000,2021,wikidata P1098 (first-language qualified)
fil,fili1244,Filipino,90000000,,"wikidata P1098 (unqualified, assumed L1)"
mar,mara1378,Marathi,83100000,2019,wikidata P1098 (first-language qualified)
tur,nucl1301,Turkish,82231620,2021,wikidata P1098 (first-language qualified)
tel,telu1262,Telugu,82000000,2019,wikidata P1098 (first-language qualified)
wuu,wuch1236,Wu Chinese,81400000,2019,wikidata P1098 (first-language qualified)
kor,kore1280,Korean,77300000,2019,wikidata P1098 (first-language qualified)
fra,stan1290,French,77200000,2019,wikidata P1098 (first-language qualified)
deu,stan1295,German,76540740,2019,wikidata P1098 (first-language qualified)
vie,viet1252,Vietnamese,76000000,2019,wikidata P1098 (first-language qualified)
tam,tami1289,Tamil,75000000,2019,wikidata P1098 (first-language qualified)
yue,yuec1235,Yue Chinese,73100000,2019,wikidata P1098 (first-language qualified)
urd,urdu1245,Urdu,68600000,2019,wikidata P1098 (first-language qualified)
jav,java1254,Javanese,68300000,2019,wikidata P1098 (first-language qualified)
ita,ital1282,Italian,64800000,2019,wikidata P1098 (first-language qualified)
arz,egyp1253,Egyptian Arabic,64600000,2019,wikidata P1098 (first-language qualified)
guj,guja1252,Gujarati,56400000,2019,wikidata P1098 (first-language qualified)
pes,west2369,Western Farsi,52800000,2019,wikidata P1098 (first-language qualified)
bho,bhoj1244,Bhojpuri,52200000,2019,wikidata P1098 (first-language qualified)
nan,,,50100000,2019,wikidata P1098 (first-language qualified)
hak,hakk1236,Hakka Chinese,48200000,2019,wikidata P1098 (first-language qualified)
cjy,jiny1235,Jinyu Chinese,46900000,2019,wikidata P1098 (first-language qualified)
hau,haus1257,Hausa,43900000,2019,wikidata P1098 (first-language qualified)
ind,indo1316,Standard Indonesian,43627550,2010,wikidata P1098 (first-language qualified)
kan,nucl1305,Kannada,43600000,2019,wikidata P1098 (first-language qualified)
arq,alge1239,Algerian Arabic,42252851,2024,wikidata P1098 (first-language qualified)
pol,poli1260,Polish,39700000,2019,wikidata P1098 (first-language qualified)
yor,yoru1245,Yoruba,37800000,2019,wikidata P1098 (first-language qualified)
hsn,xian1251,Xiang Chinese,37300000,2019,wikidata P1098 (first-language qualified)
mal,mala1464,Malayalam,37100000,2019,wikidata P1098 (first-language qualified)
ory,oriy1255,Odia,34500000,2019,wikidata P1098 (first-language qualified)
mai,mait1250,Maithili,33900000,2019,wikidata P1098 (first-language qualified)
mya,nucl1310,Burmese,32900000,2019,wikidata P1098 (first-language qualified)
sun,sund1252,Sundanese,32400000,2019,wikidata P1098 (first-language qualified)
apd,suda1236,Sudanese Arabic,31900000,2019,wikidata P1098 (first-language qualified)
ary,moro1292,Moroccan Arabic,27500000,2019,wikidata P1098 (first-language qualified)
nqo,nkoa1234,N'Ko,27000000,,"wikidata P1098 (unqualified, assumed L1)"
ibo,nucl1417,Igbo,27000000,2019,wikidata P1098 (first-language qualified)
ukr,ukra1253,Ukrainian,26900000,2023,wikidata P1098 (first-language qualified)
uzn,nort2690,Northern Uzbek,25100000,2019,wikidata P1098 (first-language qualified)
apc,nort3139,Levantine Arabic,24600000,2019,wikidata P1098 (first-language qualified)
snd,sind1272,Sindhi,24600000,2019,wikidata P1098 (first-language qualified)
ron,roma1327,Romanian,24300000,2019,wikidata P1098 (first-language qualified)
tgl,taga1270,Tagalog,23600000,2019,wikidata P1098 (first-language qualified)
nld,dutc1256,Dutch,23100000,2019,wikidata P1098 (first-language qualified)
aec,said1239,Saidi Arabic,22400000,2019,wikidata P1098 (first-language qualified)
gan,ganc1239,Gan Chinese,22100000,2019,wikidata P1098 (first-language qualified)
awa,awad1243,Awadhi,22000000,2007,wikidata P1098 (first-language qualified)
amh,amha1245,Amharic,21900000,2019,wikidata P1098 (first-language qualified)
pbu,nort2646,Northern Pashto,20900000,2019,wikidata P1098 (first-language qualified)
tha,thai1261,Thai,20700000,2019,wikidata P1098 (first-language qualified)
mag,maga1260,Magahi,20700000,2019,wikidata P1098 (first-language qualified)
skr,sera1259,Saraiki,20009000,,"wikidata P1098 (unqualified, assumed L1)"
lin,ling1263,Kinshasa Lingala,20000000,2020,"wikidata P1098 (unqualified, assumed L1)"
tzm,cent2194,Central Moroccan Berber,17000000,2025,"wikidata P1098 (unqualified, assumed L1)"
khm,cent1989,Central Khmer,16600000,2019,wikidata P1098 (first-language qualified)
hne,chha1249,Chhattisgarhi,16300000,2019,wikidata P1098 (first-language qualified)
som,soma1255,Somali,16200000,2019,wikidata P1098 (first-language qualified)
swh,swah1253,Swahili,16010110,2010,wikidata P1098 (first-language qualified)
tuk,turk1304,Turkmen,16000000,2007,wikidata P1098 (first-language qualified)
ceb,cebu1242,Cebuano,15900000,2019,wikidata P1098 (first-language qualified)
acm,meso1252,Gilit Mesopotamian Arabic,15700000,2019,wikidata P1098 (first-language qualified)
sin,sinh1246,Sinhala,15300000,2019,wikidata P1098 (first-language qualified)
asm,assa1263,Assamese,15300000,2019,wikidata P1098 (first-language qualified)
mad,nucl1460,Madurese,15000000,2007,wikidata P1098 (first-language qualified)
tts,nort2741,Northeastern Thai,15000000,,"wikidata P1098 (unqualified, assumed L1)"
ell,mode1248,Modern Greek,15000000,,"wikidata P1098 (unqualified, assumed L1)"
kmr,nort2641,Northern Kurdish,14600000,2019,wikidata P1098 (first-language qualified)
acw,hija1235,Hijazi Arabic,14500000,2019,wikidata P1098 (first-language qualified)
fuv,nige1253,Hausa States Fulfulde,14500000,2019,wikidata P1098 (first-language qualified)
bar,bava1246,Bavarian,14100000,2019,wikidata P1098 (first-language qualified)
tgk,taji1245,Tajik,14000000,2018,"wikidata P1098 (unqualified, assumed L1)"
bgc,hary1238,Haryanvi,14000000,2007,wikidata P1098 (first-language qualified)
azb,sout2697,South Azerbaijani,13800000,2019,wikidata P1098 (first-language qualified)
tso,tson1249,Tsonga,13000000,2011,wikidata P1098 (first-language qualified)
ctg,chit1275,Chittagonian,13000000,2019,wikidata P1098 (first-language qualified)
kaz,kaza1248,Kazakh,12900000,2019,wikidata P1098 (first-language qualified)
hun,hung1274,Hungarian,12600000,2019,wikidata P1098 (first-language qualified)
kin,kiny1244,Kinyarwanda,12100000,2019,wikidata P1098 (first-language qualified)
zul,zulu1248,Zulu,12100000,2019,wikidata P1098 (first-language qualified)
syl,sylh1242,Sylheti,12000000,2020,wikidata P1098 (first-language qualified)
nya,nyan1308,Nyanja,12000000,2007,wikidata P1098 (first-language qualified)
aeb,tuni1259,Tunisian Arabic,11600000,2019,wikidata P1098 (first-language qualified)
ajp,sout3123,South Levantine Arabic,11600000,2019,wikidata P1098 (first-language qualified)
ayn,sana1295,Sanaani Arabic,11400000,2019,wikidata P1098 (first-language qualified)
mnp,minb1236,Min Bei Chinese,11000000,2019,wikidata P1098 (first-language qualified)
pbt,sout2649,Southern Pashto,10900000,2019,wikidata P1098 (first-language qualified)
run,rund1242,Rundi,10800000,2019,wikidata P1098 (first-language qualified)
ces,czec1258,Czech,10700000,2019,wikidata P1098 (first-language qualified)
acq,taiz1242,Ta'izzi-Adeni Arabic,10500000,2019,wikidata P1098 (first-language qualified)
uig,uigh1240,Uighur,10400000,2019,wikidata P1098 (first-language qualified)
cdo,mind1253,Min Dong Chinese,10300000,2019,wikidata P1098 (first-language qualified)
gsw,swis1247,Central Alemannic,10000000,,"wikidata P1098 (unqualified, assumed L1)"
mup,malv1243,Malvi,10000000,2003,"wikidata P1098 (unqualified, assumed L1)"
dhd,dhun1238,Dhundari,9600000,2007,wikidata P1098 (first-language qualified)
prs,dari1249,Dari,9600000,2011,wikidata P1098 (first-language qualified)
hat,hait1244,Haitian,9600000,2007,wikidata P1098 (first-language qualified)
knc,cent2050,Central Kanuri,9270000,2024,"wikidata P1098 (unqualified, assumed L1)"
swe,swed1254,Swedish,9244250,2012,wikidata P1098 (first-language qualified)
azj,nort2697,North Azerbaijani,9220610,2021,wikidata P1098 (first-language qualified)
ilo,ilok1237,Iloko,9100000,2007,wikidata P1098 (first-language qualified)
bul,bulg1262,Bulgarian,9000000,2014,"wikidata P1098 (unqualified, assumed L1)"
srp,serb1264,Serbian Standard,9000000,,"wikidata P1098 (unqualified, assumed L1)"
sna,shon1251,Shona,8300000,2007,wikidata P1098 (first-language qualified)
hil,hili1240,Hiligaynon,8200000,2007,wikidata P1098 (first-language qualified)
xho,xhos1239,Xhosa,8177300,2011,wikidata P1098 (first-language qualified)
shi,tach1250,Tachelhit,8000000,,"wikidata P1098 (unqualified, assumed L1)"
bfy,bagh1251,Bagheli,8000000,2004,"wikidata P1098 (unqualified, assumed L1)"
rwr,marw1260,Marwari (India),7855400,2011,wikidata P1098 (first-language qualified)
bel,bela1254,Belarusian,7600000,2007,wikidata P1098 (first-language qualified)
mos,moss1236,Mossi,7600000,2007,wikidata P1098 (first-language qualified)
tir,tigr1271,Tigrinya,7507780,2019,wikidata P1098 (first-language qualified)
nap,neap1235,Continental Southern Italian,7500000,,"wikidata P1098 (unqualified, assumed L1)"
vmw,makh1264,Makhuwa,7430000,,"wikidata P1098 (unqualified, assumed L1)"
ckb,cent1972,Central Kurdish,7250000,,"wikidata P1098 (unqualified, assumed L1)"
sat,sant1410,Santali,7200000,,"wikidata P1098 (unqualified, assumed L1)"
afr,afri1274,Afrikaans,7200000,2016,"wikidata P1098 (unqualified, assumed L1)"
sck,sadr1248,Sadri,7000000,2001,"wikidata P1098 (unqualified, assumed L1)"
tum,tumb1250,Tumbuka,7000000,,"wikidata P1098 (unqualified, assumed L1)"
hrv,croa1245,Croatian Standard,7000000,,"wikidata P1098 (unqualified, assumed L1)"
kas,kash1277,Kashmiri,6900000,2011,"wikidata P1098 (unqualified, assumed L1)"
hye,nucl1235,Eastern Armenian,6700000,2100,"wikidata P1098 (unqualified, assumed L1)"
kik,kiku1240,Kikuyu,6623000,,"wikidata P1098 (unqualified, assumed L1)"
pst,cent1973,Central Pashto,6520000,2013,wikidata P1098 (first-language qualified)
lua,luba1249,Luba-Lulua,6300000,1991,"wikidata P1098 (unqualified, assumed L1)"
nod,nort2740,Northern Thai,6000000,1983,"wikidata P1098 (unqualified, assumed L1)"
sot,sout2807,Southern Sotho,6000000,,"wikidata P1098 (unqualified, assumed L1)"
umb,umbu1257,Umbundu,6000000,,"wikidata P1098 (unqualified, assumed L1)"
slk,slov1269,Slovak,6000000,,"wikidata P1098 (unqualified, assumed L1)"
lmn,lamb1269,Lambadi,6000000,2004,"wikidata P1098 (unqualified, assumed L1)"
wal,wola1242,Wolaytta,5830000,2023,"wikidata P1098 (unqualified, assumed L1)"
dan,dani1285,Danish,5621380,2012,"wikidata P1098 (unqualified, assumed L1)"
kab,kaby1243,Kabyle,5586000,2012,"wikidata P1098 (unqualified, assumed L1)"
min,mina1268,Minangkabau,5530000,2007,"wikidata P1098 (unqualified, assumed L1)"
suk,suku1261,Sukuma,5430000,,"wikidata P1098 (unqualified, assumed L1)"
fin,finn1318,Finnish,5413380,2012,wikidata P1098 (first-language qualified)
heb,hebr1245,Modern Hebrew,5353950,2014,wikidata P1098 (first-language qualified)
lao,laoo1244,Lao,5225552,2006,"wikidata P1098 (unqualified, assumed L1)"
tat,tata1255,Tatar,5200000,2015,wikidata P1098 (first-language qualified)
bug,bugi1244,Buginese,5017800,2000,wikidata P1098 (first-language qualified)
gpe,ghan1244,Ghanaian Pidgin English,5000000,2011,"wikidata P1098 (unqualified, assumed L1)"
wtm,mewa1250,Mewati,5000000,2002,"wikidata P1098 (unqualified, assumed L1)"
bew,beta1252,Betawi,5000000,,"wikidata P1098 (unqualified, assumed L1)"
nds,nort2627,Eastern Low German,5000000,,"wikidata P1098 (unqualified, assumed L1)"
mtr,mewa1249,Mewari,5000000,,"wikidata P1098 (unqualified, assumed L1)"
cat,stan1289,Catalan,4873396,2021,wikidata P1098 (first-language qualified)
gug,para1311,Paraguayan Guaraní,4850000,1995,"wikidata P1098 (unqualified, assumed L1)"
scn,sici1248,Sicilian,4700000,2002,wikidata P1098 (first-language qualified)
pcm,nige1257,Nigerian Pidgin,4700000,2020,wikidata P1098 (first-language qualified)
czh,huiz1242,Hui Chinese,4600000,,"wikidata P1098 (unqualified, assumed L1)"
kir,kirg1245,Kirghiz,4568480,2009,"wikidata P1098 (unqualified, assumed L1)"
sou,sout2746,Southern Thai,4500000,2006,"wikidata P1098 (unqualified, assumed L1)"
tsn,tswa1253,Tswana,4500000,,"wikidata P1098 (unqualified, assumed L1)"
ayh,hadr1236,Hadrami Arabic,4473000,,"wikidata P1098 (unqualified, assumed L1)"
fuc,pula1263,Pulaar,4450000,2016,wikidata P1098 (first-language qualified)
rif,tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,4399000,2016,"wikidata P1098 (unqualified, assumed L1)"
ayl,liby1240,Libyan Arabic,4320500,,"wikidata P1098 (unqualified, assumed L1)"
nno,norw1262,Norwegian Nynorsk,4320000,,"wikidata P1098 (unqualified, assumed L1)"
bam,bamb1269,Bambara,4200000,2012,wikidata P1098 (first-language qualified)
uzs,sout2699,Southern Uzbek,4165700,,"wikidata P1098 (unqualified, assumed L1)"
lug,gand1255,Ganda,4100000,2002,wikidata P1098 (first-language qualified)
nso,pedi1238,Pedi,4100000,,"wikidata P1098 (unqualified, assumed L1)"
nob,norw1259,Norwegian Bokmål,4000000,,"wikidata P1098 (unqualified, assumed L1)"
ksw,sgaw1245,S'gaw Karen,4000000,,"wikidata P1098 (unqualified, assumed L1)"
lit,lith1251,Lithuanian,4000000,,"wikidata P1098 (unqualified, assumed L1)"
wry,merw1238,Merwari,4000000,2001,"wikidata P1098 (unqualified, assumed L1)"
blu,hmon1338,Hmong Njua (Retired),4000000,,"wikidata P1098 (unqualified, assumed L1)"
lmo,lomb1257,Lombard,3900000,2002,"wikidata P1098 (unqualified, assumed L1)"
kam,kamb1297,Kamba (Kenya),3893000,2009,"wikidata P1098 (unqualified, assumed L1)"
mey,hass1238,Hassaniyya,3763900,,"wikidata P1098 (unqualified, assumed L1)"
wol,nucl1347,Wolof,3700000,,"wikidata P1098 (unqualified, assumed L1)"
kat,nucl1302,Georgian,3700000,2014,"wikidata P1098 (unqualified, assumed L1)"
gom,goan1235,Goan Konkani,3633900,2000,"wikidata P1098 (unqualified, assumed L1)"
bem,bemb1257,Bemba (Zambia),3600000,,"wikidata P1098 (unqualified, assumed L1)"
ace,achi1257,Acehnese,3500032,2000,"wikidata P1098 (unqualified, assumed L1)"
bjn,banj1239,Banjar,3500000,2000,"wikidata P1098 (unqualified, assumed L1)"
bos,bosn1245,Bosnian Standard,3500000,2008,"wikidata P1098 (unqualified, assumed L1)"
bhb,bhil1251,Bhili,3310000,2001,"wikidata P1098 (unqualified, assumed L1)"
ban,bali1278,Balinese,3300000,2000,wikidata P1098 (first-language qualified)
myq,fore1268,Forest Maninka,3300000,,"wikidata P1098 (unqualified, assumed L1)"
mzn,maza1291,Mazanderani,3270000,1993,"wikidata P1098 (unqualified, assumed L1)"
jam,jama1262,Jamaican Creole English,3200000,2000,"wikidata P1098 (unqualified, assumed L1)"
dag,dagb1246,Dagbani,3160000,2013,wikidata P1098 (first-language qualified)
war,wara1300,Waray (Philippines),3100000,,"wikidata P1098 (unqualified, assumed L1)"
bgp,east2304,Eastern Balochi,3050000,2004,"wikidata P1098 (unqualified, assumed L1)"
als,tosk1239,Northern Tosk Albanian,3000000,,"wikidata P1098 (unqualified, assumed L1)"
luo,luok1236,Luo (Kenya and Tanzania),3000000,,"wikidata P1098 (unqualified, assumed L1)"
bzs,braz1236,Brazilian Sign Language,3000000,2013,"wikidata P1098 (unqualified, assumed L1)"
ewe,ewee1241,Ewe,3000000,,"wikidata P1098 (unqualified, assumed L1)"
sdh,sout2640,Southern Kurdish,3000000,,"wikidata P1098 (unqualified, assumed L1)"
gbm,garh1243,Garhwali,3000000,2000,"wikidata P1098 (unqualified, assumed L1)"
abr,abro1238,Abron,3000000,2022,"wikidata P1098 (unqualified, assumed L1)"
twi,twii1234,Twi,3000000,,"wikidata P1098 (unqualified, assumed L1)"
shn,shan1277,Shan,3000000,,"wikidata P1098 (unqualified, assumed L1)"
fat,fant1241,Fante,2800000,,"wikidata P1098 (unqualified, assumed L1)"
khk,halh1238,Halh Mongolian,2704030,2016,"wikidata P1098 (unqualified, assumed L1)"
dyu,dyul1238,Dyula,2700000,,"wikidata P1098 (unqualified, assumed L1)"
zgh,stan1324,Standard Moroccan Tamazight,2700000,,"wikidata P1098 (unqualified, assumed L1)"
efi,efik1245,Efik,2693000,2020,"wikidata P1098 (unqualified, assumed L1)"
spv,samb1325,Sambalpuri,2630000,2011,wikidata P1098 (first-language qualified)
shu,chad1249,Chadian Arabic,2600000,2023,wikidata P1098 (first-language qualified)
glk,gila1241,Gilaki,2550000,2023,wikidata P1098 (first-language qualified)
bcl,cent2087,Coastal-Naga Bikol,2500000,1990,"wikidata P1098 (unqualified, assumed L1)"
cpx,puxi1243,Pu-Xian Chinese,2500000,,"wikidata P1098 (unqualified, assumed L1)"
glg,gali1258,Galician,2400000,2012,"wikidata P1098 (unqualified, assumed L1)"
sus,susu1250,Susu,2400000,2019,wikidata P1098 (first-language qualified)
slv,slov1268,Slovenian,2400000,,"wikidata P1098 (unqualified, assumed L1)"
pam,pamp1243,Pampanga,2400000,,"wikidata P1098 (unqualified, assumed L1)"
cgg,chig1238,Chiga,2390000,2014,"wikidata P1098 (unqualified, assumed L1)"
kfy,kuma1273,Kumaoni,2300000,1998,"wikidata P1098 (unqualified, assumed L1)"
shy,tach1249,Chaouia of the Aures,2300000,2020,"wikidata P1098 (unqualified, assumed L1)"
iba,iban1264,Iban,2300000,,"wikidata P1098 (unqualified, assumed L1)"
nyn,nyan1307,Nyankole,2300000,,"wikidata P1098 (unqualified, assumed L1)"
haz,haza1239,Hazaragi,2221000,2000,"wikidata P1098 (unqualified, assumed L1)"
bci,baou1238,Baoulé,2100000,,"wikidata P1098 (unqualified, assumed L1)"
laj,lang1324,Lango (Uganda),2100000,2014,wikidata P1098 (first-language qualified)
ssw,swat1243,Swati,2034200,,"wikidata P1098 (unqualified, assumed L1)"
iii,sich1238,Sichuan Yi,2000000,2000,"wikidata P1098 (unqualified, assumed L1)"
vec,vene1258,Venetian,2000000,,"wikidata P1098 (unqualified, assumed L1)"
dgo,dogr1250,Dogri,2000000,1997,"wikidata P1098 (unqualified, assumed L1)"
quc,kich1262,K'iche',2000000,,"wikidata P1098 (unqualified, assumed L1)"
bbc,bata1289,Batak Toba,2000000,1991,"wikidata P1098 (unqualified, assumed L1)"
pms,piem1238,Piemontese,2000000,,"wikidata P1098 (unqualified, assumed L1)"
gmo,gamo1244,Gamo-Gofa-Dawro,2000000,2007,"wikidata P1098 (unqualified, assumed L1)"
tcy,tulu1258,Tulu,2000000,,"wikidata P1098 (unqualified, assumed L1)"
kru,kuru1301,Kurukh,2000000,,"wikidata P1098 (unqualified, assumed L1)"
sas,sasa1249,Sasak,2000000,,"wikidata P1098 (unqualified, assumed L1)"
pcc,bouy1240,Bouyei,2000000,,"wikidata P1098 (unqualified, assumed L1)"
sxu,uppe1400,Central East Middle German,2000000,1998,"wikidata P1098 (unqualified, assumed L1)"
mkd,mace1250,Macedonian,2000000,,"wikidata P1098 (unqualified, assumed L1)"
shk,shil1265,Shilluk,2000000,,"wikidata P1098 (unqualified, assumed L1)"
zyb,yong1276,Yongbei Zhuang,1980000,2007,"wikidata P1098 (unqualified, assumed L1)"
fon,fonn1241,Fon,1935500,2016,"wikidata P1098 (unqualified, assumed L1)"
bgq,bagr1243,Bagri,1890815,2011,wikidata P1098 (first-language qualified)
sid,sida1246,Sidamo,1800000,,"wikidata P1098 (unqualified, assumed L1)"
rhg,rohi1238,Rohingya,1800000,2012,"wikidata P1098 (unqualified, assumed L1)"
kai,kare1348,Karekare,1800000,,"wikidata P1098 (unqualified, assumed L1)"
brh,brah1256,Brahui,1800000,,"wikidata P1098 (unqualified, assumed L1)"
kde,mako1251,Makonde,1700000,,"wikidata P1098 (unqualified, assumed L1)"
quh,sout2991,South Bolivian Quechua,1616120,2004,"wikidata P1098 (unqualified, assumed L1)"
bin,bini1246,Bini,1600000,2015,wikidata P1098 (first-language qualified)
igl,igal1242,Igala,1600000,,"wikidata P1098 (unqualified, assumed L1)"
kbd,kaba1278,Kabardian,1600000,2007,"wikidata P1098 (unqualified, assumed L1)"
aar,afar1241,Afar,1600000,,"wikidata P1098 (unqualified, assumed L1)"
lim,limb1263,Limburgan,1600000,,"wikidata P1098 (unqualified, assumed L1)"
mak,maka1311,Makasar,1600000,,"wikidata P1098 (unqualified, assumed L1)"
nde,nort2795,Zimbabwean Ndebele,1572800,,"wikidata P1098 (unqualified, assumed L1)"
guw,gunn1250,Gun,1539000,2021,"wikidata P1098 (unqualified, assumed L1)"
kmc,sout2741,Southern Dong,1500000,,"wikidata P1098 (unqualified, assumed L1)"
khn,khan1272,Khandesi,1500000,,"wikidata P1098 (unqualified, assumed L1)"
khg,kham1282,Khams Tibetan,1500000,,"wikidata P1098 (unqualified, assumed L1)"
tyz,tayy1238,Tày,1500000,,"wikidata P1098 (unqualified, assumed L1)"
lrc,nort2645,Northern Luri,1500000,2001,"wikidata P1098 (unqualified, assumed L1)"
lki,laki1244,Laki,1500000,,"wikidata P1098 (unqualified, assumed L1)"
kbr,kafa1242,Kafa,1500000,,"wikidata P1098 (unqualified, assumed L1)"
unr,mund1320,Mundari,1500000,,"wikidata P1098 (unqualified, assumed L1)"
noe,nima1243,Nimadi,1500000,2000,"wikidata P1098 (unqualified, assumed L1)"
hoc,hooo1248,Ho,1500000,,"wikidata P1098 (unqualified, assumed L1)"
quz,cusc1236,Cusco Quechua,1500000,1989,"wikidata P1098 (unqualified, assumed L1)"
brx,bodo1269,Bodo-Mech,1482929,2011,wikidata P1098 (first-language qualified)
sgw,seba1251,Sebat Bet Gurage,1480000,,"wikidata P1098 (unqualified, assumed L1)"
mni,mani1292,Manipuri,1470000,2001,"wikidata P1098 (unqualified, assumed L1)"
mfa,patt1249,Kelantan-Pattani Malay,1470000,2010,"wikidata P1098 (unqualified, assumed L1)"
kxm,nort2684,Northern Khmer,1400000,2006,"wikidata P1098 (unqualified, assumed L1)"
vls,vlaa1240,Western Flemish,1400000,1998,"wikidata P1098 (unqualified, assumed L1)"
hyw,homs1234,Western Armenian,1395240,2018,"wikidata P1098 (unqualified, assumed L1)"
che,chec1245,Chechen,1393900,2010,"wikidata P1098 (unqualified, assumed L1)"
mnk,mand1436,Mandinka,1350000,,"wikidata P1098 (unqualified, assumed L1)"
rmt,doma1258,Domari,1340000,2000,"wikidata P1098 (unqualified, assumed L1)"
egl,emil1241,Emiliano,1300000,2006,wikidata P1098 (first-language qualified)
ven,vend1245,Venda,1300000,2011,wikidata P1098 (first-language qualified)
toi,tong1318,Tonga (Zambia),1270000,,"wikidata P1098 (unqualified, assumed L1)"
ach,acol1236,Acoli,1200000,,"wikidata P1098 (unqualified, assumed L1)"
zeh,east2363,Eastern Hongshuihe Zhuang,1200000,2007,"wikidata P1098 (unqualified, assumed L1)"
bak,bash1264,Bashkir,1200000,2010,wikidata P1098 (first-language qualified)
bod,tibe1272,Tibetan,1200000,1990,wikidata P1098 (first-language qualified)
tsc,tswa1255,Tswa,1200000,2006,"wikidata P1098 (unqualified, assumed L1)"
srr,sere1260,Sereer,1200000,,"wikidata P1098 (unqualified, assumed L1)"
taj,east2347,Eastern Tamang,1180000,2001,wikidata P1098 (first-language qualified)
bej,beja1238,Beja,1178000,,"wikidata P1098 (unqualified, assumed L1)"
ekk,esto1258,Estonian,1164770,2012,"wikidata P1098 (unqualified, assumed L1)"
mtq,muon1246,Muong,1140000,,"wikidata P1098 (unqualified, assumed L1)"
ajg,ajab1235,Aja (Benin),1133000,2016,"wikidata P1098 (unqualified, assumed L1)"
hnm,hain1238,Hainanese,1100000,,"wikidata P1098 (unqualified, assumed L1)"
pag,pang1290,Pangasinan,1100000,,"wikidata P1098 (unqualified, assumed L1)"
btm,bata1291,Batak Mandailing,1100000,,"wikidata P1098 (unqualified, assumed L1)"
urh,urho1239,Urhobo,1100000,2020,wikidata P1098 (first-language qualified)
rgn,roma1328,Romagnol,1100000,2008,"wikidata P1098 (unqualified, assumed L1)"
tsg,taus1251,Tausug,1100000,2000,wikidata P1098 (first-language qualified)
mdh,magu1243,Maguindanao,1100000,2010,wikidata P1098 (first-language qualified)
dga,sout2789,Central Dagaare,1100000,,"wikidata P1098 (unqualified, assumed L1)"
snk,soni1259,Soninke,1096795,,"wikidata P1098 (unqualified, assumed L1)"
zmi,nege1240,Negeri Sembilan Malay,1010000,2024,"wikidata P1098 (unqualified, assumed L1)"
kbp,kabi1261,Kabiyé,1000000,2012,"wikidata P1098 (unqualified, assumed L1)"
grt,garo1247,Garo,1000000,,"wikidata P1098 (unqualified, assumed L1)"
luz,sout2647,Southern Luri,1000000,,"wikidata P1098 (unqualified, assumed L1)"
gor,goro1259,Gorontalo,1000000,2000,"wikidata P1098 (unqualified, assumed L1)"
pfl,pala1330,Pfaelzisch-Lothringisch,1000000,,"wikidata P1098 (unqualified, assumed L1)"
bqi,bakh1245,Bakhtiari,1000000,,"wikidata P1098 (unqualified, assumed L1)"
qxq,qash1240,Qashqa'i,995000,2019,"wikidata P1098 (unqualified, assumed L1)"
haq,haaa1252,Ha,990000,2001,"wikidata P1098 (unqualified, assumed L1)"
ryu,cent2126,Central Okinawan,984000,,"wikidata P1098 (unqualified, assumed L1)"
nym,nyam1276,Nyamwezi,980000,,"wikidata P1098 (unqualified, assumed L1)"
drs,gede1246,Gedeo,980000,2007,"wikidata P1098 (unqualified, assumed L1)"
kac,kach1280,Southern Jinghpaw,940000,2001,"wikidata P1098 (unqualified, assumed L1)"
its,isek1239,Isekiri,940000,2020,wikidata P1098 (first-language qualified)
stv,silt1240,Silt'e,935000,2007,"wikidata P1098 (unqualified, assumed L1)"
quy,ayac1239,Ayacucho Quechua,918200,2000,"wikidata P1098 (unqualified, assumed L1)"
mqy,mang1405,Manggarai,900000,,"wikidata P1098 (unqualified, assumed L1)"
mjl,mand1409,Mandeali,900000,,"wikidata P1098 (unqualified, assumed L1)"
nus,nuer1246,Nuer,900000,,"wikidata P1098 (unqualified, assumed L1)"
new,newa1246,Kathmandu Valley Newari,893600,2011,wikidata P1098 (first-language qualified)
nij,ngaj1237,Ngaju,890000,2003,"wikidata P1098 (unqualified, assumed L1)"
ktb,kamb1316,Kambaata,890000,2007,"wikidata P1098 (unqualified, assumed L1)"
kmz,khor1269,Khorasan Turkic,886000,2014,"wikidata P1098 (unqualified, assumed L1)"
kea,kabu1256,Kabuverdianu,871000,2017,wikidata P1098 (first-language qualified)
kfr,kach1277,Kachchi,866000,,"wikidata P1098 (unqualified, assumed L1)"
blk,paok1235,Pa'o Karen,860000,,"wikidata P1098 (unqualified, assumed L1)"
bum,bulu1251,Bulu (Cameroon),860000,2007,wikidata P1098 (first-language qualified)
fan,fang1246,Fang (Equatorial Guinea),858000,,"wikidata P1098 (unqualified, assumed L1)"
xmm,mala1481,Manado Malay,850000,2001,"wikidata P1098 (unqualified, assumed L1)"
