level,seg,segment_class,n_languages,pct_languages,pct_l1_weighted,pct_total_weighted,l1_with,total_with,top_allophones,merged_strict_variants,n_wold_recipients,in_wold
lumped,sʲ,consonant,33,0.01516,0.03207,0.02415,197347360,249743010,ʃʲ(1) zʲ(1) ʃ(1) tʃ(1),sʲʰ sʲː sʲˑ s̪ʲ,1,True
lumped,dʲ,consonant,49,0.02251,0.03204,0.02441,197203664,252427497,ɟ(1) dⁿʲ(1) dˡʲ(1) tʲ(1) tʲʰ(1) lʲ(1),d̠ʲ d̪ʲ d̻ʲ,1,True
lumped,bʲ,consonant,39,0.01791,0.03193,0.02452,196523218,253530417,pʲ(1) b̥ʲ(1),bʲː,2,True
lumped,rʲ,consonant,51,0.02343,0.03179,0.02396,195626095,247784348,ɾʲ(7) ɻʲ(4) ɾ̃ʲ(1) r̥ʲ(1) ʝ(1) ɹ(1),rʲː r̠ʲ r̪ʲ r̺ʲ ɻʲ ɾʲ ɾ̪ʲ,2,True
lumped,zʲ,consonant,22,0.01011,0.03163,0.02375,194641525,245630952,,zʲː z̪ʲ,1,True
lumped,β,consonant,271,0.12448,0.03099,0.02375,190754993,245585259,b(14) w(11) v(7) ɸ(5) βʲ(3) ʍ(1) ɯ(1) vʲ(1),βː β̞ β̞ː,2,True
lumped,ɡʷ,consonant,151,0.06936,0.03,0.01934,184647628,200015575,ɡ̥ʷ(2) kʷ(2) ɡ(2) kʷʰ(1) ɡʲ(1),ɡʷː ɡ̩ʷ,4,True
lumped,oi,vowel,50,0.02297,0.02851,0.03065,175489614,316940974,ɔɛ(1) ʊi(1) øi(1) œi(1),oi̯ o̞i o̞i̯,1,True
lumped,lˠ,consonant,6,0.00276,0.02771,0.02208,170521630,228325337,l̥ˠ(5) l(2),l̪ˠ,0,False
lumped,mʲ,consonant,50,0.02297,0.02758,0.0217,169733870,224407563,m̥ʲ(1),mʲː,2,True
lumped,fʲ,consonant,26,0.01194,0.02737,0.02151,168474493,222457012,,fʲː,2,True
lumped,vʲ,consonant,18,0.00827,0.02732,0.02144,168144430,221738203,βʲ(1),,1,True
lumped,ʀ,consonant,11,0.00505,0.027,0.04722,166162324,488357893,r(2) ʁ(2) χ(2) ʌ(1) ʀ̥(1) ə(1) ɐ(1),,0,False
lumped,n|n,consonant,120,0.05512,0.0263,0.01822,161840549,188373483,,n̪|n n̪ː|nː,3,True
lumped,t|t,consonant,120,0.05512,0.02625,0.01563,161579353,161602433,,t̪|t t̪ʰ|tʰ t̪ː|tː,1,True
lumped,s|s,consonant,99,0.04548,0.0259,0.01796,159419745,185760168,,s̪|s s̪ʰ|sʰ s̪ː|sː ʰs̪|ʰs,2,True
lumped,sˤ,consonant,11,0.00505,0.02524,0.01575,155320000,162885665,,sˤː s̪ˤ s̪ˤː,0,False
lumped,ʃˠ,consonant,1,0.00046,0.02502,0.02013,154000000,208192519,ʃʲ(1),,0,False
lumped,ʒˠ,consonant,1,0.00046,0.02502,0.02013,154000000,208192519,,,0,False
lumped,ɵ,vowel,38,0.01746,0.02431,0.02438,149624850,252099809,ɵ̃(1) ə(1) ø(1) ɵ̥(1),ɵː ɵ̆ ɵ̞ ɵ̞ː ɵ̞̆ ɵ̟,2,True
lumped,ts|ts,consonant,39,0.01791,0.02423,0.01432,149132164,148090242,,t̪s̪|ts t̪s̪ʰ|tsʰ t̪s̪ː|tsː,1,True
lumped,tˤ,consonant,12,0.00551,0.02413,0.01544,148505800,159673243,,tˤː t̪ˤ t̪ˤʰ t̪ˤː,0,False
lumped,ɴ,consonant,5,0.0023,0.02281,0.01256,140375207,129883027,,ɴː,1,True
lumped,kʼ,consonant,167,0.07671,0.02219,0.01711,136595052,176897019,kʲʼ(2) kʷʼ(2) cʼ(1) ɟ̰(1) ɡ̰(1) ɡˀ(1) qʼ(1) ʔ(1),kʼː,6,True
lumped,dˤ,consonant,9,0.00413,0.02175,0.01404,133885800,145199562,tˤ(1) d̥ˤ(1),dˤː d̪ˤ d̪ˤː,0,False
lumped,zˤ,consonant,9,0.00413,0.02175,0.01404,133885800,145199562,z̥ˤ(1) sˤ(1),zˤː z̪ˤ z̪ˤː,0,False
lumped,ʏ,vowel,17,0.00781,0.02167,0.02354,133376404,243435587,y(1) ʏ̥(1),ʏː,1,True
lumped,d̤ʒ̤,consonant,4,0.00184,0.02164,0.03768,133187300,389631161,,d̠̤ʒ̤ d̤ʒ̤ʱ d̤ʒ̤ː,0,False
lumped,ɔi,vowel,18,0.00827,0.02118,0.02076,130371207,214703346,,ɔi̯ ɔːĭ ɔ̽i,0,False
lumped,m̤,consonant,18,0.00827,0.02018,0.01426,124225967,147421830,β̤̃(1) m̤ʱ(1),m̤ʱ,0,False
lumped,l|l,consonant,102,0.04685,0.02013,0.01442,123888214,149157979,,l̪|l,3,True
lumped,ʝ,consonant,46,0.02113,0.01978,0.04155,121749029,429656081,j(2) dʒ(1) ɣ(1) ɟ(1),ʝː ʝ̟,2,True
lumped,eu,vowel,22,0.01011,0.01917,0.00802,118010330,82900663,,eu̯ e̞u e̞u̯,0,False
lumped,mb,consonant,266,0.12219,0.01881,0.03412,115787102,352889961,mbʲ(4) mbʷ(3) b(3) m(2) p(2) mpʰ(1) β̃(1) bm(1),mbː,2,True
lumped,ŋɡ,consonant,245,0.11254,0.01859,0.03378,114422852,349355740,ŋɡʷ(10) ŋ(6) ŋɡʲ(6) ɲɟ(2) k(2) ŋk(2) ɡ(1) ŋkʰ(1),ŋɡː ŋɡ̟,2,True
lumped,pf,consonant,34,0.01562,0.018,0.01693,110794007,175122343,pfʰ(3) f(1) pfʷ(1) pf̃(1) bf(1) bv(1) bvf(1),pfʰ,0,False
lumped,l̤,consonant,13,0.00597,0.0177,0.01241,108930467,128371786,,l̠̤,0,False
lumped,iə,vowel,18,0.00827,0.01683,0.01193,103608382,123409019,,iə̯ iːə,1,True
lumped,ɸ,consonant,119,0.05466,0.01679,0.01205,103308279,124664490,f(6) p(5) v(1) β(1) ɸʲ(1) ɸʷ(1) pʰ(1) h(1),ɸʰ ɸː ɸ̞,5,True
lumped,n̤,consonant,14,0.00643,0.01641,0.01146,100998767,118494380,n̤ʱ(1),n̠̤ n̤ʱ n̪̤,0,False
lumped,tʼ,consonant,148,0.06798,0.01607,0.01361,98914366,140710782,ɗ(3) d̰(1) dˀ(1) ʈʼ(1) t̰ʲ(1) d(1) tʷʼ(1) tʰʼ(1),tʰʼ tʼː t̪ʼ t̪ʼː t̺ʼ t̻ʼ,4,True
lumped,ʌ̃,vowel,17,0.00781,0.01568,0.00832,96523345,86034262,,ʌ̃ː,0,False
lumped,tˀ,consonant,3,0.00138,0.01532,0.00802,94310000,82952702,tʲˀ(1),t̪ˀ,0,False
lumped,sˀ,consonant,5,0.0023,0.01532,0.00802,94301270,82943972,tsʼ(1),s̪ˀ,0,False
lumped,pʼ,consonant,116,0.05328,0.01504,0.01273,92547884,131655842,ɓ(2) b̰(1) bˀ(1) p̰ʲ(1) pʲʼ(1) p(1),pʼː,5,True
lumped,z|z,consonant,29,0.01332,0.01423,0.01156,87596766,119591691,,z̪|z,2,True
lumped,tʃʼ,consonant,123,0.0565,0.01402,0.01251,86264705,129420002,tsʼ(2) dʒ̰(1) dʒˀ(1) tʃ̰ʲ(1) tʂʼ(1) tʃʲʼ(1) t̥(1),t̠ʃʼ t̠ʃʼː,4,True
lumped,w̤,consonant,5,0.0023,0.01362,0.00974,83852000,100702005,,,0,False
lumped,d̤z,consonant,3,0.00138,0.01351,0.01048,83120000,108372097,,,0,False
lumped,ɳ̤,consonant,1,0.00046,0.0135,0.00954,83100000,98639100,,,0,False
lumped,kʷʼ,consonant,51,0.02343,0.01336,0.00942,82226610,97404043,ɡʷ(1),kʷʼː,3,True
lumped,b̤̥,consonant,1,0.00046,0.01323,0.00822,81400000,84962400,b(1),,0,False
lumped,d̤̥,consonant,1,0.00046,0.01323,0.00822,81400000,84962400,d(1),d̪̤̥,0,False
lumped,kɦ,consonant,1,0.00046,0.01323,0.00822,81400000,84962400,,,0,False
lumped,pɦ,consonant,1,0.00046,0.01323,0.00822,81400000,84962400,,,0,False
lumped,tsɦ|tsɦ,consonant,1,0.00046,0.01323,0.00822,81400000,84962400,,t̪s̪ɦ|tsɦ,0,False
lumped,tz̤̥,consonant,1,0.00046,0.01323,0.00822,81400000,84962400,dz(1),,0,False
lumped,tɦ|tɦ,consonant,1,0.00046,0.01323,0.00822,81400000,84962400,,t̪ɦ|tɦ,0,False
lumped,ɡ̤̥,consonant,1,0.00046,0.01323,0.00822,81400000,84962400,ɡ(1) c̤(1) ɟ(1),,0,False
lumped,əi,vowel,16,0.00735,0.01313,0.00629,80801232,65012478,əj(1) ɔj(1),əi̯,0,False
lumped,ɡʲ,consonant,59,0.0271,0.01302,0.00758,80149192,78350252,ɡ(2) dʒʲ(1) ɡ̥ʲ(1) k(1) kʲʰ(1) ɟ(1) dʲ(1),ɡʲː ɡ̟ʲ,3,True
lumped,ɯə,vowel,5,0.0023,0.01292,0.00932,79521532,96334149,,,1,True
lumped,ɯi,vowel,4,0.00184,0.01259,0.00768,77468720,79417502,,ɯi̯,0,False
lumped,tʃˀ,consonant,4,0.00184,0.01256,0.00767,77330000,79316019,,t̠ʃˀ,0,False
lumped,kˀ,consonant,7,0.00322,0.01256,0.00767,77321480,79307499,,,0,False
lumped,pˀ,consonant,5,0.0023,0.01256,0.00767,77321050,79307069,,,0,False
lumped,ɒ̃,vowel,5,0.0023,0.01256,0.03221,77320370,333076721,,ɒ̃ː,0,False
lumped,œ̃,vowel,4,0.00184,0.01256,0.03221,77312000,333068351,,œ̃ː,0,False
lumped,əu,vowel,15,0.00689,0.01256,0.00591,77301200,61070610,,əu̯,0,False
lumped,ɢ,consonant,34,0.01562,0.01254,0.0112,77159697,115827572,ʁ(4) q(2) ɢʁ(1) ɢʲ(1) ʔ(1) ʕ(1) ʀ(1) ɢ̥(1),ɢʱ ɢː,0,False
lumped,kp,consonant,308,0.14148,0.01209,0.01506,74390590,155733209,kpʰ(7) kpʷ(6) ɡb(4) kpʲ(3) tp(1) kpⁿ(1) p(1) k(1),kpʰ kpː,0,False
lumped,hʷ,consonant,53,0.02435,0.01207,0.009,74297952,93039332,h̃ʷ(2) xʷ(2),,0,False
lumped,ɵy,vowel,1,0.00046,0.01188,0.01502,73100000,155292898,,,0,False
lumped,ɡb,consonant,303,0.13918,0.01173,0.01559,72199590,161226594,ŋmɡb(10) ɡbʲ(4) ɡbʷ(4) db(1) ŋm(1) ɡbⁿ(1) ŋɡb(1) ɠɓ(1),ɡbː ɡb̩,0,False
lumped,ʉ,vowel,64,0.0294,0.01143,0.01061,70316277,109744479,ʉ̃(4) y(2) u(1) ɯ(1),ʉː ʉ̆ ʉ̞ ʉ̟ ʉ̟ː,0,False
lumped,nd,consonant,260,0.11943,0.01121,0.03095,69009852,320088355,ndʲ(4) nt(3) ndʷ(3) n(2) d(2) t(2) ntʰ(1) dn(1),ndː nd̪ n̠d̠ n̪d̪,2,True
lumped,ɘ,vowel,39,0.01791,0.01112,0.01035,68444502,107039687,ɪ(1) ɤ(1) ɯ(1),ɘː ɘ̆ ɘ̟ ɘ̠,1,True
lumped,dʑ,consonant,56,0.02572,0.01111,0.00815,68356102,84275403,dʑʱ(1) ɟ(1) ʑ(1),dʑʰ dʑʱ dʑʱː dʑː d̟ʑ̟ d̟ːʑ̟ d̻ʑ̻ d̻ʑ̻ʱ ʱdʑ,2,True
lumped,ðˤ,consonant,2,0.00092,0.0105,0.00699,64610000,72294412,,,0,False
lumped,ʔʲ,consonant,17,0.00781,0.01048,0.0078,64509400,80669386,,ʔʲː,1,True
lumped,ʑ,consonant,55,0.02526,0.01047,0.00602,64433972,62257964,ʑʰ(1),ʑː ʑ̟,2,True
lumped,qʷ,consonant,38,0.01746,0.01027,0.00497,63208980,51419748,qʷʰ(7) q(1),qʷʰ qʷː,2,True
lumped,d|d,consonant,66,0.03032,0.01007,0.00659,62004245,68116872,,d̪|d,1,True
lumped,ʄ,consonant,39,0.01791,0.01003,0.02621,61733360,271082220,dʒ(1) ʒ(1),,1,True
lumped,ɠ,consonant,18,0.00827,0.00992,0.02613,61038690,270230333,ɡ(1) ɠ̥(1),ɠː,1,True
lumped,r̃,consonant,14,0.00643,0.00964,0.01314,59320000,135890370,ɽ̃(1) n(1),ɽ̃ ɾ̃,0,False
lumped,i̤,vowel,23,0.01056,0.00944,0.00655,58109712,67765282,i̤i(1),i̤ː i̤ˑ,0,False
lumped,o̤,vowel,23,0.01056,0.00944,0.00655,58109712,67685027,o̤i(1),o̤ː o̤ˑ,0,False
lumped,a̤,vowel,22,0.01011,0.00944,0.00654,58099712,67675027,ɑ̤(4) ɑ̤i(1),a̤ː a̤ˑ ä̤ ɑ̤ ɑ̤ː,0,False
lumped,e̤,vowel,22,0.01011,0.00944,0.00654,58099712,67675027,e̤i(1),e̤ː e̤ˑ,0,False
lumped,ṳ,vowel,22,0.01011,0.00944,0.00651,58099712,67363382,ṳi(1),ṳ ṳː ṳˑ,0,False
lumped,ɔ̤,vowel,17,0.00781,0.00943,0.00649,58031500,67149345,ɔ̤i(1),ɔ̤ː ɔ̤ˑ,0,False
lumped,ɛ̤,vowel,16,0.00735,0.00943,0.00649,58021500,67139345,ɛ̤i(1),ɛ̤ː ɛ̤ˑ,0,False
lumped,ɺ,consonant,38,0.01746,0.00928,0.00644,57109571,66551375,ɺ̥(1),ɺː ɺ̠ ɺ̺̠,0,False
lumped,ə̤,vowel,4,0.00184,0.00926,0.00641,57020000,66246183,ə(1) ɤ(1) ʌ(1) ə̤i(1),,0,False
lumped,ã̤,vowel,2,0.00092,0.00926,0.0064,57000000,66226183,,ã̤ ã̤̈ː,0,False
lumped,ĩ̤,vowel,1,0.00046,0.00916,0.00635,56400000,65626183,,ĩ̤ː,0,False
lumped,ɔ̤̃,vowel,1,0.00046,0.00916,0.00635,56400000,65626183,,ɔ̤̃ː,0,False
lumped,ə̤̃,vowel,1,0.00046,0.00916,0.00635,56400000,65626183,,ə̤̃ː,0,False
lumped,ɛ̤̃,vowel,1,0.00046,0.00916,0.00635,56400000,65626183,,ɛ̤̃ː,0,False
lumped,ṳ̃,vowel,1,0.00046,0.00916,0.00635,56400000,65626183,,ṳ̃ː,0,False
lumped,iɔ,vowel,9,0.00413,0.00915,0.00519,56306504,53678701,,iɔ̽ i̯ɔ,0,False
lumped,ɫ,consonant,26,0.01194,0.00912,0.00578,56110221,59816521,,ɫː ɫ̪ ɫ̺ ɫ̻,0,False
lumped,dz|dz,consonant,15,0.00689,0.00903,0.00578,55557480,59762860,,d̪z̪|dz,0,False
lumped,kʲʼ,consonant,18,0.00827,0.00864,0.00518,53162230,53596115,tʃʲʼ(1) kʼ(1),k̟ʲʼ,2,True
lumped,ãũ,vowel,2,0.00092,0.00849,0.00336,52260130,34714321,,ãũ ãũ̯,0,False
lumped,ãĩ,vowel,3,0.00138,0.00848,0.00335,52200145,34639161,,ãĩ ã̟ĩ,0,False
lumped,ea,vowel,9,0.00413,0.00847,0.00566,52132900,58512128,a(1),e̞a e̯ä,1,True
lumped,tsʼ,consonant,98,0.04502,0.00834,0.00585,51346983,60526041,sʼ(3) tʃʼ(2) dz̰(1) dzˀ(1) ts̰ʲ(1),tsʼː t̪s̪ʼ t̺s̺ʼ t̻s̻ʼ,5,True
lumped,lˤ,consonant,7,0.00322,0.00816,0.04159,50220000,430144857,,lˤː l̪ˤ l̪ˤː,0,False
lumped,ɬ,consonant,124,0.05696,0.00775,0.00666,47698810,68837814,tɬ(6) ɬʲ(3) h(2) sɬ(1) tɬʼ(1) tɮ(1) ʎʲ(1) l(1),ɬː ɬ̪ ɬ̪ː ɬ̪̺ ɬ̻,2,True
lumped,ŋʷ,consonant,105,0.04823,0.00769,0.0054,47349541,55870704,ŋɡʷ(2) w(1) w̃(1),ŋʷː ŋ̩ʷ,2,True
lumped,m̥,consonant,49,0.02251,0.00743,0.00637,45707840,65893996,m̥ˠ(1) hm(1) m̥ʰ(1) ʱm̥(1) m̥b(1),m̥ʰ m̥ː,2,True
lumped,ɖʐ,consonant,31,0.01424,0.0074,0.00523,45562017,54101082,ʐ(2),ɖ̻ʐ̻,0,False
lumped,ndʒ,consonant,118,0.0542,0.00738,0.02467,45439070,255145454,ndʒʲ(2) ntʃ(1) nʒ(1),n̠d̠ʒ n̠̩d̠ʒ,1,True
lumped,n̥,consonant,46,0.02113,0.00679,0.00531,41786300,54951502,n̥ʲ(1) n̥ʷ(1) ɲ̥j(1) hn(1) ʱn̥(1) n̥d(1),n̠̥ n̥ː n̪̥,2,True
lumped,ᶑ,consonant,8,0.00367,0.0067,0.00605,41213900,62535646,ʈʼ(1) ʈ(1) ɽ(1) ʔᶑ(1) ʔl̰(1) ʔn̰(1),ᶑː,0,False
lumped,tsʲ,consonant,17,0.00781,0.00666,0.00358,40993142,37051465,dzʲ(1) tsʲʰ(1),tsʲʰ tsʲː t̠s̠ʲʰ t̪s̪ʲ t̪s̪ʲʰ ʰtsʲ,1,True
lumped,bʷ,consonant,45,0.02067,0.00655,0.00413,40286125,42703755,bʷˤ(1) bʲ(1) bɰ(1),bʷː,0,False
lumped,mʷ,consonant,58,0.02664,0.00651,0.00424,40054210,43884955,mʷˤ(1) m(1) mɰ(1),mʷː,1,True
lumped,fʷ,consonant,37,0.017,0.00646,0.00422,39759000,43595837,fʷˤ(1) ʃʷʲ(1) fɰ(1),fʷː,0,False
lumped,ʃʲ,consonant,9,0.00413,0.00617,0.00322,37972500,33257923,ʒʲ(1) ʃˠ(1) ʃʷˠ(1),ʃʲː,0,False
lumped,tʃʲ,consonant,11,0.00505,0.00615,0.00347,37860500,35863899,tʃʲʰ(2) dʒʲ(1) tʃʷˠ(1) tʃʷˠʰ(1),t̠ʃʲ t̠ʃʲʰ t̠ʃʲː,0,False
lumped,χʷ,consonant,42,0.01929,0.00609,0.00391,37506090,40469195,χ(1),χʷː,1,True
lumped,l˞,consonant,1,0.00046,0.00603,0.00444,37100000,45936455,,l̠˞,0,False
lumped,ŋ̥,consonant,23,0.01056,0.00592,0.00415,36438530,42893689,ŋ̥ˠ(1) ɲ̥(1) hŋ(1),,0,False
lumped,ɲ̥,consonant,19,0.00873,0.00589,0.00406,36262490,42000187,,ɲ̟̥,0,False
lumped,rˤ,consonant,5,0.0023,0.00579,0.00379,35610004,39142658,ɾˤ(2) ɹˤ(1),rˤː r̪ˤ r̪ˤː ɹˤ ɾˤ,0,False
lumped,eɪ,vowel,5,0.0023,0.00571,0.00379,35171070,39224352,,eɪ̯,0,False
lumped,ɯa,vowel,13,0.00597,0.00563,0.0037,34674452,38254494,,ɯɑ,0,False
lumped,ʍ,consonant,28,0.01286,0.0056,0.00394,34465535,40789972,w(1) ʍʲ(1) h(1),,1,True
lumped,ae,vowel,14,0.00643,0.00555,0.00497,34146830,51349437,ɑe(2) aɛ(1),ae̞ ae̯ ɑe,0,False
lumped,aɪ̃,vowel,2,0.00092,0.00535,0.0036,32910000,37181608,,,0,False
lumped,eɪ̃,vowel,2,0.00092,0.00535,0.0036,32910000,37181608,,,0,False
lumped,oʊ,vowel,2,0.00092,0.00535,0.0036,32910000,37181608,o(1),oʊ̯,0,False
lumped,aʊ̃,vowel,1,0.00046,0.00535,0.00359,32900000,37171608,,,0,False
lumped,oʊ̃,vowel,1,0.00046,0.00535,0.00359,32900000,37171608,,,0,False
lumped,oa,vowel,11,0.00505,0.00523,0.00273,32158002,28262550,,oä o̞a o̞ä o̯ä,2,True
lumped,ʁʷ,consonant,20,0.00919,0.00511,0.00352,31449290,36402200,ʁ(1) ʁ̥ʷ(1) χʷ(1),ʁʷː ʁ̞ʷ,1,True
lumped,dzʲ,consonant,7,0.00322,0.00505,0.00273,31110922,28211301,d̥z̥ʲ(1),d̠z̠ʲ d̪z̪ʲ,1,True
lumped,ʒʲ,consonant,4,0.00184,0.00502,0.00263,30912420,27146279,,ʒʲː,0,False
lumped,ɮ,consonant,42,0.01929,0.00485,0.00386,29836280,39954719,dl(1) ʷɮ(1) ɮʲ(1) ɮʷʲ(1),ɮ̪ ɮ̺,0,False
lumped,ɱv,consonant,44,0.02021,0.00471,0.02086,28987910,215742680,ɱvʷ(1),,1,True
lumped,ɓ̥,consonant,9,0.00413,0.00465,0.00322,28638910,33289245,,ɓ̥ː,0,False
lumped,kǃ,consonant,15,0.00689,0.00463,0.00349,28492700,36135856,kǃʰ(7) qǃʰ(1),kǃʰ kǃ̠ kǃ̠ʰ kǃ̪,0,False
lumped,ɗ̥,consonant,6,0.00276,0.0046,0.00319,28326820,32977155,,,0,False
lumped,ħʷ,consonant,3,0.00138,0.00454,0.00318,27940110,32889071,,,0,False
lumped,bˤ,consonant,3,0.00138,0.00452,0.00318,27832900,32889264,,bˤː,0,False
lumped,mˤ,consonant,3,0.00138,0.00452,0.00318,27832900,32889264,,mˤː,0,False
lumped,ɡ̤ʷ,consonant,3,0.00138,0.00451,0.00317,27732000,32820015,,,0,False
lumped,ɣʷ,consonant,18,0.00827,0.00448,0.00123,27579125,12744005,w(3) ɣ̃ʷ(1) ɰʷ(1),,0,False
lumped,kx,consonant,12,0.00551,0.0044,0.00291,27054050,30049767,kxʰ(3) kʰ(2) kʔ(1) ʔk(1) ʔ(1),kxʰ kxʰː kxː,0,False
lumped,dʒ̤,consonant,4,0.00184,0.0044,0.00307,27053600,31729681,ndʒ̤(1),d̠ʒ̤ d̠ʒ̤ː,0,False
lumped,b̤ʲ,consonant,1,0.00046,0.00439,0.00298,27000000,30777110,,,0,False
lumped,nz,consonant,46,0.02113,0.00437,0.02058,26870410,212778134,ndz(2) nʒ(2) ntsʰ(1) dnz(1) nɟ(1) ndʒ(1),n̪z̪,1,True
lumped,xʷ,consonant,57,0.02618,0.00425,0.00122,26129405,12568978,x(1) w(1) χʷ(1) hʷ(1),xʷː,3,True
lumped,ɪa,vowel,2,0.00092,0.00423,0.00359,26009000,37093400,,ɪ̯a ɪ̯ä,0,False
lumped,βˠ,consonant,1,0.00046,0.00408,0.00379,25100000,39170367,,β̞ˠ,0,False
lumped,ʊi,vowel,6,0.00276,0.00393,0.00374,24204510,38710458,,ʊ̈i,0,False
lumped,ɔu,vowel,6,0.00276,0.00392,0.00346,24107380,35826367,,ɔuː ɔu̯,1,True
lumped,ɛi,vowel,9,0.00413,0.00391,0.00346,24079232,35794384,,ɛiː ɛi̯,1,True
lumped,ʌi,vowel,2,0.00092,0.00382,0.00331,23509032,34225548,,ʌi̯,0,False
lumped,k͉,consonant,71,0.03261,0.00378,0.00238,23240956,24607743,ɡ(4) ɡ͉(1) ɣ(1) j(1),,0,False
lumped,œy,vowel,1,0.00046,0.00375,0.00318,23100000,32854898,,œyː,1,True
lumped,kˤ,consonant,2,0.00092,0.00367,0.00181,22600000,18705119,kʷˤ(1),,0,False
lumped,qʼ,consonant,59,0.0271,0.00362,0.00393,22279080,40665854,ʛ(2) q̰(1) ʁ̰(1) qʷʼ(1) qxʼ(1) ʛ̥(1) χʼ(1) qʼχ(1),qʼː,1,True
lumped,kǀ,consonant,12,0.00551,0.00361,0.00279,22218300,28845089,kǀʰ(7) qǀʰ(1),kǀʰ kǀ̪,0,False
lumped,kǁ,consonant,8,0.00367,0.0036,0.00274,22164300,28301462,kǁʰ(5) qǁʰ(1),kǁʰ,0,False
lumped,cʼ,consonant,20,0.00919,0.00358,0.00243,22051166,25102607,tʃʼ(1),cʼː,0,False
lumped,r|r,consonant,47,0.02159,0.00349,0.00499,21481887,51603175,,r̪|r ɹ̪|ɹ ɾ̪|ɾ,1,True
lumped,ə̃ĩ,vowel,1,0.00046,0.00336,0.00164,20700000,16909560,,ə̃ĩ,0,False
lumped,ə̃ũ,vowel,1,0.00046,0.00336,0.00164,20700000,16909560,,ə̃ũ,0,False
lumped,æi,vowel,6,0.00276,0.00328,0.00251,20211700,25992064,,æi̯ æːi,0,False
lumped,ʊa,vowel,3,0.00138,0.00325,0.00293,20019050,30293824,,,0,False
lumped,iã,vowel,2,0.00092,0.00325,0.00293,20019000,30293680,,iã i̯ãː,0,False
lumped,uẽ,vowel,1,0.00046,0.00325,0.00293,20009000,30283680,,uẽ,0,False
lumped,æe,vowel,1,0.00046,0.00325,0.00293,20009000,30283680,æe̤(1) æ(1) ɜe(1),æe̯,0,False
lumped,ɪã,vowel,1,0.00046,0.00325,0.00293,20009000,30283680,,ɪã,0,False
lumped,ɪʌ,vowel,1,0.00046,0.00325,0.00293,20009000,30283680,,,0,False
lumped,ʊe,vowel,1,0.00046,0.00325,0.00293,20009000,30283680,,,0,False
lumped,æu,vowel,3,0.00138,0.00324,0.00193,19941880,20007400,,æu̯,0,False
lumped,ɨ̃,vowel,98,0.04502,0.003,0.00153,18473860,15800622,ã(1) ɨ(1),ɨ̃ː ɨ̞̃ ɨ̞̃ː,1,True
lumped,hʲ,consonant,28,0.01286,0.003,0.00177,18443889,18301463,xʲ(2) h̃ʲ(1),,0,False
lumped,rˀ,consonant,3,0.00138,0.00292,0.00044,18000000,4533973,ɾˀ(2),ɾˀ,0,False
lumped,ɛu,vowel,5,0.0023,0.00281,0.00231,17312460,23879307,,ɛu̯,0,False
lumped,lˀ,consonant,3,0.00138,0.00277,0.00036,17020000,3683985,,,0,False
lumped,dˀ,consonant,1,0.00046,0.00276,0.00035,17000000,3663985,jˀ(1) tˀ(1),,0,False
lumped,zˀ,consonant,1,0.00046,0.00276,0.00035,17000000,3663985,,,0,False
lumped,ɣˀ,consonant,1,0.00046,0.00276,0.00035,17000000,3663985,,,0,False
lumped,ʃˀ,consonant,1,0.00046,0.00276,0.00035,17000000,3663985,,,0,False
lumped,ʒˀ,consonant,1,0.00046,0.00276,0.00035,17000000,3663985,,,0,False
lumped,ʢ,consonant,4,0.00184,0.00272,0.0014,16766400,14430648,,,0,False
lumped,ɖ̰,consonant,1,0.00046,0.00263,0.0018,16200000,18630626,,,0,False
lumped,d̥,consonant,8,0.00367,0.00255,0.00162,15721973,16715404,,d̥ː d̪̥ d̺̥,1,True
lumped,b̥,consonant,7,0.00322,0.00255,0.00162,15711973,16705404,b̥ʰ(1),b̥ʰ b̥ː,1,True
lumped,ɡ̊,consonant,7,0.00322,0.00255,0.00162,15711973,16705404,ɡ̊ʰ(1),ɡ̊ʰ ɡ̊ː,1,True
lumped,ɲɟ,consonant,38,0.01746,0.00253,0.00202,15574000,20857252,ɟɲ(1) ɲ(1) ndʒ(1),,0,False
lumped,io,vowel,13,0.00597,0.00251,0.00233,15426104,24100243,,ioː io̞ i̯o i̯oː,0,False
lumped,tʃˤ,consonant,3,0.00138,0.00243,0.00121,14932900,12561729,,t̠ʃˤ t̠ʃˤʰ,0,False
lumped,jˀ,consonant,8,0.00367,0.00237,0.00244,14570000,25187575,,,1,True
lumped,øy,vowel,3,0.00138,0.00234,0.00108,14400000,11175209,,øy̯ øːy̯,0,False
lumped,ɲ̤,consonant,6,0.00276,0.00224,0.00164,13816767,16980390,ɲ̤ʱ(1),ɲ̤ʱ,0,False
lumped,œi,vowel,4,0.00184,0.00222,0.00174,13676480,17988122,,œi̯,0,False
lumped,œu,vowel,2,0.00092,0.00208,0.00166,12821380,17213909,,œu̯,0,False
lumped,kǁ͓,consonant,4,0.00184,0.00201,0.00148,12390800,15318294,,kǁ͓ʰ,0,False
lumped,iɛ,vowel,19,0.00873,0.002,0.00223,12334462,23069177,ɛ(1) iæ(1) ia(1) iɘ(1) ɘ(1),iɛː iɛ̠ iːɛ i̯ɛ,0,False
lumped,kǃ͓,consonant,1,0.00046,0.00197,0.00145,12100000,14969091,,,0,False
lumped,kʟ̥ʼ,consonant,1,0.00046,0.00197,0.00145,12100000,14969091,,,0,False
